p_connection,size,ratio_mean,lower_bound,upper_bound
0.39999999999999997,130,0.3154699371643814,0.2980871155808748,0.331260941059553
0.39999999999999997,140,0.3152490702972465,0.29844072949364825,0.3302721555753452
0.39999999999999997,150,0.31679477008412227,0.30006277776663864,0.3320587504708534
0.44999999999999996,50,0.291275794391687,0.2744278303375952,0.30908910599271194
0.44999999999999996,60,0.29395783465554404,0.2765390145199452,0.3103576376039395
0.44999999999999996,70,0.2960035418640469,0.28092945501861166,0.3124878753350324
0.44999999999999996,80,0.295997955785027,0.2798218676976035,0.3109687985767386
0.44999999999999996,90,0.2977027546364982,0.28051442171414076,0.3139966182561761
0.44999999999999996,100,0.29982415300494203,0.28352399143046547,0.3151522075259192
0.44999999999999996,110,0.2997103921221763,0.2824393276804849,0.3164308707737062
0.44999999999999996,120,0.30375042581574646,0.28719033517846215,0.32214251767850977
0.44999999999999996,130,0.3008061773725392,0.28475424422722556,0.315739074284824
0.44999999999999996,140,0.3007631992039222,0.2843202102609171,0.31665740466598274
0.44999999999999996,150,0.30099745896639246,0.2845604253955772,0.3162724256660081
0.49999999999999994,50,0.28068017059155936,0.2632364613737342,0.29828406722177037
0.49999999999999994,60,0.2821059004064581,0.2637707151169526,0.29908398677628883
0.49999999999999994,70,0.2824455230977123,0.2678477915526305,0.2963759568114808
0.49999999999999994,80,0.28592780188209294,0.27136406967032994,0.2998119475341272
0.49999999999999994,90,0.28739505650218855,0.27254877026815594,0.3023647878462237
0.49999999999999994,100,0.28624391654070747,0.2698175772077701,0.2992960682144385
0.49999999999999994,110,0.2882851094695597,0.2730961332887051,0.3024785412737569
0.49999999999999994,120,0.28792689890178835,0.27428679715084087,0.3001556503008699
0.49999999999999994,130,0.29018757198967343,0.27372416784114983,0.3052733445236178
0.49999999999999994,140,0.2896631734432205,0.27554607835685213,0.30393814126315505
0.49999999999999994,150,0.29118747745445395,0.27676648227727113,0.3047256803254366
0.5499999999999999,50,0.2709033942023736,0.2538715473806297,0.28680854445149
0.5499999999999999,60,0.27323150338998603,0.25706196934600956,0.288040424177067
0.5499999999999999,70,0.2736467113674376,0.258438490141643,0.28752419156877845
0.5499999999999999,80,0.2743534045711699,0.2593637982985422,0.2896196463150171
0.5499999999999999,90,0.2758730726769834,0.26326039037441756,0.28919463216326863
0.5499999999999999,100,0.2761477568769451,0.2614151898474388,0.29029109954003174
0.5499999999999999,110,0.2783338982322423,0.264578609148147,0.2919617692974883
0.5499999999999999,120,0.27691038381234195,0.2630309644372801,0.2897868109350616
0.5499999999999999,130,0.27869193417270743,0.2650355447570385,0.2903347017746723
0.5499999999999999,140,0.2802734908050083,0.2678106458172232,0.2933868096170607
0.5499999999999999,150,0.28037837565551316,0.26669834160035194,0.29257240986111976
0.5999999999999999,50,0.2605475590251,0.24638539310273527,0.2749927966942571
0.5999999999999999,60,0.26319021820786614,0.2509728043000223,0.2750113157657155
0.5999999999999999,70,0.26375537717369735,0.2512700354732206,0.27613506826752715
0.5999999999999999,80,0.2648824242894489,0.25235565590598424,0.27628408206308075
0.5999999999999999,90,0.2657012620879434,0.2526263135547344,0.2778685991363431
0.5999999999999999,100,0.2673659868261689,0.25532485760755813,0.2803971933540063
0.5999999999999999,110,0.2675544141298144,0.2546736230085572,0.27815924071332165
0.5999999999999999,120,0.26854360353801116,0.2550993235727306,0.2815530731242586
0.5999999999999999,130,0.269946977277816,0.2578465629927267,0.2824488653792127
0.5999999999999999,140,0.269963414476194,0.2589081025096452,0.28145937110658403
0.5999999999999999,150,0.26867250040999396,0.25620953266444013,0.2813732219210463
0.6499999999999999,50,0.2501547900112635,0.23591456801029945,0.26499743508532786
0.6499999999999999,60,0.2537274816031086,0.23779634027077082,0.2674231759443401
0.6499999999999999,70,0.2547977126980658,0.24202663493283252,0.26759277827495753
0.6499999999999999,80,0.2550729817040461,0.24176736509461244,0.26818394828624126
0.6499999999999999,90,0.2564537945358268,0.24370734540337335,0.26820956601561724
0.6499999999999999,100,0.2577578811854157,0.24439127831173102,0.2690155635324528
0.6499999999999999,110,0.2594595810416222,0.24604599694086815,0.2711081921581522
0.6499999999999999,120,0.2592851233179134,0.246924414101102,0.26979957537961224
0.6499999999999999,130,0.26039677874739137,0.24936252407070159,0.2710234329962696
0.6499999999999999,140,0.2595296673831492,0.24754234554996807,0.2708267000512012
0.6499999999999999,150,0.26161371485803264,0.25027672261176365,0.2723212410212047
0.7,50,0.24189118459200565,0.22706389983318237,0.2548220853740272
0.7,60,0.24421277212243447,0.232970144289315,0.2561226595907503
0.7,70,0.24608448642694816,0.23342953309265285,0.25802272616923577
0.7,80,0.24849077259459149,0.23609363294464267,0.2605880840526809
0.7,90,0.2497390414821623,0.23813596311865246,0.25973548770167604
0.7,100,0.2499865701952386,0.23805749212799546,0.2598459066035024
0.7,110,0.2502275135771707,0.23950617745318184,0.26104145281796537
0.7,120,0.25149772036273416,0.24090123297479946,0.2609456717548769
0.7,130,0.24961832065620893,0.23915995212508961,0.25969030222466416
0.7,140,0.2513684188371875,0.24019337829456291,0.2610267620721011
0.7,150,0.25180725829816797,0.24176855549544435,0.26125364021758296
0.7499999999999998,50,0.2349968277349449,0.22399389187148033,0.2456989034841895
0.7499999999999998,60,0.2376980658216632,0.22502682415531775,0.24988018879391605
0.7499999999999998,70,0.2380098438417136,0.22641067192792838,0.2487007254594251
0.7499999999999998,80,0.24146957387933843,0.23061102510827178,0.2515838693888066
0.7499999999999998,90,0.24126509169903992,0.23065287796270487,0.2514956370946624
0.7499999999999998,100,0.2412032615634718,0.2304889581013582,0.2524172589658526
0.7499999999999998,110,0.24291103167642006,0.23323376285754183,0.2536800124989903
0.7499999999999998,120,0.2443258316267997,0.2337477975448749,0.2534537179782143
0.7499999999999998,130,0.24376729559741425,0.2326616962717941,0.25397605006036456
0.7499999999999998,140,0.24389845633336965,0.2332750791569892,0.25318523733255444
0.7499999999999998,150,0.2451302170782016,0.23667931198063208,0.2531585670570016
0.7999999999999998,50,0.2281585950131069,0.21505905990828658,0.24073318160232307
0.7999999999999998,60,0.23023276927246292,0.21991235537237513,0.24094942633819244
0.7999999999999998,70,0.2318625271563651,0.22146733358564727,0.2416277068503085
0.7999999999999998,80,0.23420612912737024,0.22456665769924353,0.24265391220794702
0.7999999999999998,90,0.2349008373106055,0.2233618922348774,0.2451352221867992
0.7999999999999998,100,0.23543147580155319,0.22602267054401198,0.2433112173767642
0.7999999999999998,110,0.23563489450063177,0.22571259273068134,0.2448099735407345
0.7999999999999998,120,0.23836116919137298,0.2289010557095856,0.2467304913573615
0.7999999999999998,130,0.2373173023146242,0.2278114475287396,0.2460756571112708
0.7999999999999998,140,0.23800135412336082,0.2284070735865411,0.24727080785415245
0.7999999999999998,150,0.23686472921688642,0.2275520124939135,0.24576671592060703
0.8499999999999999,50,0.22210813870640628,0.21167857293456313,0.23164299935866767
0.8499999999999999,60,0.22315741104047962,0.21202494730411153,0.23322043458460093
0.8499999999999999,70,0.22610024032893003,0.2167981594427266,0.23610180315521928
0.8499999999999999,80,0.2267183232969644,0.2172584445884749,0.23577626766098034
0.8499999999999999,90,0.22773910266354983,0.21787252729994153,0.23688840771402317
0.8499999999999999,100,0.22999002860222992,0.22002751816067515,0.23861317136962185
0.8499999999999999,110,0.23067493056748178,0.2215315078628271,0.23982918467190892
0.8499999999999999,120,0.23127254931184277,0.2215120400358544,0.2392270196561911
0.8499999999999999,130,0.23202478646027952,0.22334726206875236,0.2400316515657932
0.8499999999999999,140,0.23265942272656723,0.22433462250550687,0.2398150384087728
0.8499999999999999,150,0.2334282820175871,0.2257089130011555,0.24102374434307172
0.8999999999999999,50,0.21509302539078895,0.2058002029722821,0.22401310920014103
0.8999999999999999,60,0.21763171844720608,0.20764537115951198,0.22659435124296606
0.8999999999999999,70,0.219924739336006,0.2117866528707109,0.22777152296857428
0.8999999999999999,80,0.22177720552761887,0.21285357698771362,0.23061375926954614
0.8999999999999999,90,0.2220014679731617,0.21324975505618537,0.22987013372729487
0.8999999999999999,100,0.22360419524264258,0.21547904952826807,0.23093707212064674
0.8999999999999999,110,0.22518837884774182,0.21686240178414168,0.23255718837118236
0.8999999999999999,120,0.22630358263847974,0.2181637533379617,0.23292896488086773
0.8999999999999999,130,0.22757486459935408,0.21936571239689123,0.23466912228901027
0.8999999999999999,140,0.2273134132383673,0.22002254120896556,0.23388313137020264
0.8999999999999999,150,0.22839379530269496,0.22150663153391084,0.2351085665531382
0.9499999999999997,50,0.2098811419966368,0.20060525605607027,0.22008402563056842
0.9499999999999997,60,0.21239284344010975,0.20335884768619025,0.2209275259728872
0.9499999999999997,70,0.2148553716455636,0.2072567412089468,0.2225162991889672
0.9499999999999997,80,0.21536094212196347,0.20698791004890643,0.22257744083072897
0.9499999999999997,90,0.217723768322021,0.21045308055693862,0.2245781519074037
0.9499999999999997,100,0.21983554047884907,0.21268778898747026,0.22695431001859095
0.9499999999999997,110,0.2200569169530365,0.21294320848358614,0.2271619063333546
0.9499999999999997,120,0.22245523787006824,0.21545330766385848,0.2284872449557248
0.9499999999999997,130,0.2247759489386167,0.21808958064670894,0.23153555542318255
0.9499999999999997,140,0.22419909066551957,0.21757642925133788,0.2303909998316362
0.9499999999999997,150,0.2252477962453759,0.2190041152059748,0.23074110838625866
